"FAC_NAME","FAC_ADDRESS_ONE","LATITUDE","LONGITUDE","COUNTY","CENS_TRACT","FAC_CITY","OSHPD_ID"
"PLANNED PARENTHOOD/ORANGE AND SAN BERNARDINO CO","601 W 19TH ST","33.64342","-117.92358","Orange","6059063605","COSTA MESA","306300071"
"SHARE OUR SELVES COMMUNITY HEALTH CENTER","1550 SUPERIOR AVE","33.63299","-117.92669","Orange","6059063605","COSTA MESA","306304013"
"ST. JUDE DENTAL CLINIC","7758 KNOTT AVE","33.84979","-118.01108","Orange","6059110302","BUENA PARK","306304275"
"CAMINO HEALTH CENTER","30300 CAMINO CAPISTRANO","33.52204","-117.66873","Orange","6059042312","SAN JUAN CAPISTRANO","306304335"
"ST. JUDE NEIGHBORHOOD HEALTH CENTER","731 S HIGHLAND AVE","33.86348","-117.92872","Orange","6059011601","FULLERTON","306304388"
"PLANNED PARENTHOOD/ORANGE AND SAN BERNARDINO CO","26137 LA PAZ RD","33.60039","-117.67359","Orange","6059032012","MISSION VIEJO","306304411"
"WELLSPACE HEALTH OAK PARK COMMUNITY HEALTH CENTER","3415 M L KING BLVD","38.54372","-121.46469","Sacramento","6067002800","SACRAMENTO","306344163"
"CHINO HILLS PRIMARY CARE CENTER","3110 CHINO AVE","34.01073","-117.73789","San Bernardino","6071000103","CHINO HILLS","306364355"
"COMPREHENSIVE HEALTH CENTER - METRO","3177 OCEAN VIEW BLVD","32.70116","-117.12585","San Diego","6073003902","SAN DIEGO","306371285"
"PARADISE HILLS FAMILY CLINIC","2400 E 8TH ST","32.68279","-117.08199","San Diego","6073012002","NATIONAL CITY","306374432"
"CITY HEIGHTS FAMILY HEALTH CENTER","5454 EL CAJON BLVD","32.7581401","-117.0776962","San Diego","6073002804","SAN DIEGO","306374471"
"KIDCARE EXPRESS II (MOBILE MEDICAL UNIT)","823 GATEWAY CENTER WAY","32.71543","-117.113409","San Diego","6073003403","SAN DIEGO","306374476"
"FAMILYHEALTH AT CITY COLLEGE","1550 BROADWAY","32.71577","-117.14992","San Diego","6073005200","SAN DIEGO","306374518"
"PREGNANCY RESOURCE CENTER OF LODI MOBILE CLINIC","942 E PINE ST","38.13399","-121.2546","San Joaquin","6077004502","LODI","306394123"
"NIPOMO COMMUNITY MEDICAL CENTER","150 TEJAS PL","35.02661","-120.49898","San Luis Obispo","6079012402","NIPOMO","306401170"
"WASHINGTON NEIGHBORHOOD HEALTH CLINIC","100 OAK ST","37.32173","-121.88176","Santa Clara","6085501700","SAN JOSE","306434132"
"FAMILY HEALTHCARE NETWORK","33025 ROAD 159","36.38897","-119.21809","Tulare","6107000800","IVANHOE","306544005"
"FAMILY HEALTHCARE NETWORK","41651 SIERRA DR","36.43836","-118.90519","Tulare","6107000100","THREE RIVERS","306544059"
"FAMILY HEALTHCARE NETWORK","12586 AVENUE 408","36.530437","-119.290283","Tulare","6107000201","OROSI","306544061"
"FAMILY HEALTHCARE NETWORK","31180 ROAD 72","36.35109","-119.41909","Tulare","6107000900","GOSHEN","306544091"
"NILAND HEALTH CLINIC","8027 HIGHWAY 111","33.25725","-115.54574","Imperial","6025010102","NILAND","306134005"
"BAKER STREET VILLAGE COMMUNITY HEALTH CENTER","1015 BAKER ST","35.37905","-118.99206","Kern","6029001300","BAKERSFIELD","306154199"
"ALL FOR HEALTH, HEALTH FOR ALL, INC.","519 E BROADWAY","34.14636","-118.24958","Los Angeles","6037302002","GLENDALE","306197090"
"TRI-CITY HEALTH CENTER - MAIN STREET VILLAGE","3607 MAIN ST","37.533773","-121.956337","Alameda","6001442302","FREMONT","306014309"
"WELLSPACE HEALTH ALHAMBRA COMMUNITY HEALTH CENTER","2425 ALHAMBRA BLVD","38.55638","-121.47231","Sacramento","6067001800","SACRAMENTO","306344229"
"SACRAMENTO COMMUNITY CLINIC - DEL PASO DENTAL","2138 DEL PASO BLVD","38.6099183","-121.4511006","Sacramento","6067006900","SACRAMENTO","306344198"
"BANJ FAMILY MEDICAL CLINIC","3620 MLK JR BLVD","33.93187","-118.20341","Los Angeles","6037540202","LYNWOOD","306198290"
"COMMUNITY MEDICINE INC","8540 ALONDRA BLVD","33.88915","-118.15011","Los Angeles","6037553902","PARAMOUNT","306198326"
"ALTAMED PACE COVINA","535 S 2ND AVE","34.08007","-117.88791","Los Angeles","6037406102","COVINA","306197951"
"SONRISAS DENTAL HEALTH, INC.","430 NORTH EL CAMINO REAL","37.5703","-122.3361","San Mateo","6081605900","SAN MATEO","306414151"
"HARMONY HEALTH MEDICAL CLINIC AND FAMILY RESOURCES CENTER","1908 N BEALE RD","39.12784","-121.54581","Yuba","6115040303","MARYSVILLE","306584012"
"WELLSPACE HEALTH SAN JUAN COMMUNITY HEALTH CENTER","5959 GREENBACK LN","38.6805","-121.32248","Sacramento","6067008131","CITRUS HEIGHTS","306344209"
"NORTH EAST MEDICAL SERVICES - EASTMOOR","211 EASTMOOR AVE","37.6846442","-122.478062","San Mateo","6081601400","DALY CITY","306414128"
"HAVENSCOURT HEALTH CENTER","1390 66TH AVE","37.762045","-122.193299","Alameda","6001408800","OAKLAND","306014325"
"SACRAMENTO COMMUNITY CLINIC - EXPLORER","3030 EXPLORER DR","38.56348","-121.33269","Sacramento","6067009004","SACRAMENTO","306344212"
"WELLSPACE HEALTH RANCHO CORDOVA COMMUNITY HEALTH CENTER","10423 OLD PLACERVILLE RD","38.57035","-121.30682","Sacramento","6067009007","SACRAMENTO","306344189"
"WELLSPACE HEALTH HEALTH CARE FOR WOMEN COMMUNITY HEALTH CENTER","7601 HOSPITAL DR","38.46426","-121.41597","Sacramento","6067009606","SACRAMENTO","306344221"
"ARLANZA FAMILY HEALTH CENTER","8856 ARLINGTON AVE","33.94638","-117.467261","Riverside","6065041101","RIVERSIDE","306334577"
"HEALTH TO HOPE CLINICS (CVRM)","47470 VAN BUREN ST","33.70449","-116.198141","Riverside","6065940400","INDIO","306334706"
"DESERT HOT SPRINGS HEALTH AND WELLNESS CENTER","11750 CHOLLA DR","33.96394","-116.513271","Riverside","6065044509","DESERT HOT SPRINGS","306334683"
"EL PROYECTO DEL BARRIO, INC, BALDWIN PARK COMMUNITY CLINIC","3942 MAINE AVE","34.08453","-117.96175","Los Angeles","6037405202","BALDWIN PARK","306197955"
"AMH COMPREHENSIVE MEDICAL CENTERS","711 N ALVARADO ST","34.07411","-118.26566","Los Angeles","6037195710","LOS ANGELES","306198184"
"HEALTHRIGHT 360","521 S GRAND VIEW ST","34.06082","-118.276891","Los Angeles","6037208801","LOS ANGELES","306197993"
"ALTAMED MEDICAL GROUP - HUNTINGTON PARK","1900 E SLAUSON AVE","33.989167","-118.238919","Los Angeles","6037532700","HUNTINGTON PARK","306197956"
"ALTAMED PACE SOUTH LOS ANGELES","1776 E CENTURY BLVD","33.9451","-118.241291","Los Angeles","6037242200","LOS ANGELES","306197942"
"LA MAESTRA COMMUNITY HEALTH CENTERS - NATIONAL CITY","217 HIGHLAND AVE","32.687505","-117.101706","San Diego","6073011802","NATIONAL CITY","306374479"
"FAMILY HEALTHCARE NETWORK","1107 W POPLAR AVE","36.05128","-119.04243","Tulare","6107003400","PORTERVILLE","306542019"
"OCCIDENTAL AREA HEALTH CENTER","3802 MAIN ST","38.4088","-122.94753","Sonoma","6097154302","OCCIDENTAL","306494014"
"FORTUNA COMMUNITY HEALTH CENTER","3306 RENNER DR","40.582424","-124.135999","Humboldt","6023010901","FORTUNA","306124044"
"BLOOMINGTON COMMUNITY HEALTH CENTER","18601 VALLEY BLVD","34.07045","-117.39815","San Bernardino","6071003606","BLOOMINGTON","306360209"
"VISTA COMMUNITY CLINIC - GRAPEVINE","134 GRAPEVINE RD","33.1914245","-117.2754931","San Diego","6073019405","VISTA","306374031"
"ESCONDIDO FAMILY MEDICINE","255 N ASH ST","33.12867","-117.06621","San Diego","6073020202","ESCONDIDO","306374404"
"PLANNED PARENTHOOD - WESTSIDE","1119 PACIFIC AVE","36.9722299","-122.0259971","Santa Cruz","6087101000","SANTA CRUZ","306441891"
"PLANNED PARENTHOOD","760 RENZ LN","37.00458","-121.55535","Santa Clara","6085512602","GILROY","306434219"
"PLANNED PARENTHOOD","1691 THE ALAMEDA","37.33727","-121.91905","Santa Clara","6085500600","SAN JOSE","306430976"
"CLINICA DE SALUD DEL VALLE DE SALINAS","950 CIRCLE DR","36.67958","-121.62666","Monterey","6053000502","SALINAS","306271848"
"FOOTHILL FAMILY CLINIC","1066 S WHITE RD","37.3569296","-121.819584","Santa Clara","6085504102","SAN JOSE","306434259"
"PLANNED PARENTHOOD","625 HILBY AVE","36.60226","-121.8505","Monterey","6053014000","SEASIDE","306271845"
"PLANNED PARENTHOOD","5440 THORNWOOD DR","37.2534","-121.86085","Santa Clara","6085512027","SAN JOSE","306431850"
"GILROY NEIGHBORHOOD CLINIC AT SOUTH VALLEY JR H.S.","7861 MURRAY AVE","37.01637","-121.56623","Santa Clara","6085512604","GILROY","306434164"
"BROOKWOOD HEALTH CENTER","983 SONOMA AVE","38.4404884","-122.7024519","Sonoma","6097152000","SANTA ROSA","306494121"
"PREGNANCY COUNSELING CENTER","750 MENDOCINO AVE","38.4471","-122.71765","Sonoma","6097152203","SANTA ROSA","306494076"
"PLANNED PARENTHOOD - ROSEVILLE","729 SUNRISE AVE, STE 900","38.73246","-121.27187","Placer","6061020713","ROSEVILLE","306312342"
"PLANNED PARENTHOOD - FRUITRIDGE","5385 FRANKLIN BLVD","38.52616","-121.47208","Sacramento","6067003600","SACRAMENTO","306344013"
"PLANNED PARENTHOOD MAR MONTE B STREET HEALTH CTR.","201 29TH ST","38.58171","-121.46429","Sacramento","6067000400","SACRAMENTO","306342208"
"PLANNED PARENTHOOD - WOODLAND","520 COTTONWOOD ST,","38.67493","-121.79334","Yolo","6113011001","WOODLAND","306574003"
"PLANNED PARENTHOOD - CAPITOL PLAZA","1125 10TH ST","38.5789","-121.49402","Sacramento","6067001101","SACRAMENTO","306344093"
"PLANNED PARENTHOOD - NORTH HIGHLANDS","5700 WATT AVE","38.6705065","-121.3823727","Sacramento","6067007301","NORTH HIGHLANDS","306344019"
"COMMUNITY MEDICAL CENTERS - CHANNEL","701 E CHANNEL ST","37.95609","-121.28198","San Joaquin","6077000100","STOCKTON","306394036"
"WELLSPACE HEALTH J STREET COMMUNITY HEALTH CENTER","1820 J ST","38.57709","-121.48154","Sacramento","6067001101","SACRAMENTO","306341898"
"CASA DEL SOL","1501 FRUITVALE AVE","37.77894","-122.22521","Alameda","6001406202","OAKLAND","306013347"
"NORTH EAST MEDICAL SERVICES - CLEMENT","1033 CLEMENT ST","37.7826074","-122.470139","San Francisco","6075040200","SAN FRANCISCO","306384225"
"PLANNED PARENTHOOD","225 SAN ANTONIO RD","37.4060441","-122.1102257","Santa Clara","6085509404","MOUNTAIN VIEW","306430860"
"NEIGHBORHOOD HEALTHCARE - LAKESIDE","10039 VINE ST","32.86119","-116.92118","San Diego","6073016804","LAKESIDE","306374164"
"JWCH NORWALK REGIONAL HEALTH CENTER","12360 FIRESTONE BLVD","33.90587","-118.069961","Los Angeles","6037552200","NORWALK","306196808"
"NORTHEAST VALLEY HEALTH - PACOIMA HEALTH CENTER","12756 VAN NUYS BLVD","34.27388","-118.410641","Los Angeles","6037104105","PACOIMA","306190962"
"NORTHEAST COMMUNITY CLINIC","5428 N FIGUEROA ST","34.10753","-118.196141","Los Angeles","6037183810","LOS ANGELES","306197102"
"NORTHEAST VALLEY HEALTH CORP LAC-CANOGA PARK HLTH","7107 REMMET AVE","34.19949","-118.600621","Los Angeles","6037134520","CANOGA PARK","306194809"
"NORTHEAST VALLEY HLTH CORP LAC-VALENCIA HLTH CNTR","23763 VALENCIA BLVD","34.41463","-118.55063","Los Angeles","6037920329","VALENCIA","306194810"
"PREGNANCY HELP CENTER OF SAN GABRIEL VALLEY, INC","5626 ROSEMEAD BLVD","34.101883","-118.073446","Los Angeles","6037481201","TEMPLE CITY","306196013"
"PEDIATRIC HEALTH AND WIC CENTER","7138 VAN NUYS BLVD","34.20035","-118.44862","Los Angeles","6037127910","VAN NUYS","306196105"
"ST JOHNS WELL CHILD AND FAMILY CENTER - DR. LOUIS","5701 S HOOVER ST","33.989949","-118.2874208","Los Angeles","6037232700","LOS ANGELES","306196692"
"AHF HEALTHCARE CENTER-WESTSIDE HEALTHCARE CLINIC","99 N LA CIENEGA BLVD","34.0676","-118.37633","Los Angeles","6037700802","BEVERLY HILLS","306194615"
"APLA DENTAL SERVICES - S MARK TAPER CENTER","1741 E 120TH ST","33.92461","-118.24254","Los Angeles","6037540700","LOS ANGELES","306197608"
"THE SABAN COMMUNITY CLINIC - HOLLYWOOD HEALTH CENTER","6043 HOLLYWOOD BLVD","34.10169","-118.32155","Los Angeles","6037191000","LOS ANGELES","306194414"
"HUNTINGTON PARK FAMILY HEALTH CENTER","2680 SATURN AVE","33.9767708","-118.22288","Los Angeles","6037533104","HUNTINGTON PARK","306197407"
"BARTZ-ALTADONNA COMMUNITY HEALTH CENTER","43322 GINGHAM AVE","34.6699189","-118.1222408","Los Angeles","6037900504","LANCASTER","306197701"
"VISTA COMMUNITY HEALTH CENTER","14117 HUBBARD ST","34.29835","-118.44054","Los Angeles","6037107010","SYLMAR","306197817"
"PLANNED PARENTHOOD  LOS ANGELES - SANTA MONICA CTR","1316 3RD ST PROMENADE","34.01671","-118.49742","Los Angeles","6037701902","SANTA MONICA","306191025"
"PLANNED PARENTHOOD LOS ANGELES-CANOGA PARK CENTER","21001 SHERMAN WAY","34.2018848","-118.5912282","Los Angeles","6037134001","CANOGA PARK","306190621"
"SOUTH BAY FAMILY HEALTH CARE CENTER","2114 ARTESIA BLVD","33.87276","-118.3745","Los Angeles","6037620701","REDONDO BEACH","306190733"
"T.H.E. CLINIC AT RUTH TEMPLE HEALTH CENTER","3834 S WESTERN AVE","34.01659","-118.30888","Los Angeles","6037231300","LOS ANGELES","306195048"
"COMPREHENSIVE COMMUNITY HEALTH CTR. INC-EAGLE ROCK","1704 COLORADO BLVD","34.1391141","-118.2038707","Los Angeles","6037181400","LOS ANGELES","306196528"
"MISSION CITY COMMUNITY NETWORK, INC. - SEPULVEDA","8527 SEPULVEDA BLVD.","34.22557","-118.46773","Los Angeles","6037117408","NORTH HILLS","306198400"
"COMPREHENSIVE COMMUNITY HEALTH CTR., INC-N HOLLYWOOD","12157 VICTORY BLVD","34.187018","-118.3985591","Los Angeles","6037123901","NORTH HOLLYWOOD","306196530"
"PREGNANCY COUNSELING CENTER","10211 SEPULVEDA BLVD","34.2557811","-118.4678142","Los Angeles","6037109603","MISSION HILLS","306196607"
"ST. ANTHONY MEDICAL CENTER/IMPERIAL CLINIC","837 W IMPERIAL HWY","33.93101","-118.2905","Los Angeles","6037241202","LOS ANGELES","306196164"
"FAMILY HEALTH CENTER","1760-70 N ORANGE GROVE AVE., STE. 101","34.07588","-117.74928","Los Angeles","6037402102","POMONA","306196123"
"ST. ANTHONY MEDICAL CENTER/ PICO CLINIC","2515 W PICO BLVD","34.0473","-118.29211","Los Angeles","6037213320","LOS ANGELES","306196166"
"TARZANA TREATMENT CENTERS FAMILY MEDICAL RESEDA CLINIC","7101 BAIRD AVE","34.19946","-118.53738","Los Angeles","6037131020","RESEDA","306197739"
"POMONA COMMUNITY HEALTH CENTER","750 S PARK AVE","34.0527","-117.75431","Los Angeles","6037408800","POMONA","306195000"
"VENICE FAMILY CLINIC - ROBERT LEVINE FAMILY HEALTH.","905 VENICE BLVD","33.99358","-118.454341","Los Angeles","6037273600","VENICE","306194818"
"VENICE FAMILY CLINIC","604 ROSE AVE","33.999","-118.471641","Los Angeles","6037273200","VENICE","306190817"
"NORTHEAST VALLEY HEALTH CORPORATION","1600 SAN FERNANDO RD","34.28877","-118.448461","Los Angeles","6037320300","SAN FERNANDO","306190567"
"EL PROYECTO DEL BARRIO, INC. - WINNETKA CLINIC","20800 SHERMAN WAY","34.20052","-118.586491","Los Angeles","6037134002","WINNETKA","306195042"
"VENICE FAMILY CLINIC SIMMS/MANN HEALTH AND WELLNESS CENTER","2509 PICO BLVD","34.02333","-118.463371","Los Angeles","6037701801","SANTA MONICA","306194819"
"VALLEY COMMUNITY HEALTHCARE","6801 COLDWATER CANYON AVE","34.19446","-118.414761","Los Angeles","6037123420","NORTH HOLLYWOOD","306190564"
"PLANNED PARENTHOOD OF PASADENA","1045 N LAKE AVE","34.16387","-118.1325","Los Angeles","6037462100","PASADENA","306190611"
"UCLA SCHOOL OF NURSING HEALTH CENTER","545 S SAN PEDRO ST","34.04328","-118.24457","Los Angeles","6037206300","LOS ANGELES","306194016"
"SOUTH CENTRAL FAMILY HEALTH CENTER","4425 S CENTRAL AVE","34.00307","-118.256861","Los Angeles","6037228600","LOS ANGELES","306191356"
"VALLEY SMILES","21890 W COLORADO AVE","36.6048","-120.18476","Fresno","6019008200","SAN JOAQUIN","306105018"
"CASTLE FAMILY HEALTH CENTER AT WINTON","6596 N WINTON WAY","37.3835602","-120.6134887","Merced","6047000505","WINTON","306244050"
"PLANNED PARENTHOOD MAR MONTE","3166 COLLINS DR","37.32026","-120.47653","Merced","6047001004","MERCED","306244043"
"PLANNED PARENTHOOD MAR MONTE","650 N FULTON ST","36.75218","-119.80033","Fresno","6019002300","FRESNO","306100777"
"FAMILY FIRST HEALTH CARE, A SERVICE OF PLND. PARNT.","6095 N 1ST ST","36.82463","-119.77239","Fresno","6019005405","FRESNO","306105075"
"CASTLE FAMILY HEALTH CENTER AT BLOSS","1251 GROVE AVE","37.3509508","-120.6071754","Merced","6047000701","ATWATER","306244051"
"PLANNED PARENTHOOD OF CONTRA COSTA","1357 OAKLAND BLVD","37.898476","-122.0697608","Contra Costa","6013339002","WALNUT CREEK","306071247"
"TIBURCIO VASQUEZ HEALTH CENTER, INC","16110 E 14TH ST","37.69773","-122.11768","Alameda","6001433900","SAN LEANDRO","306014338"
"LIVE OAK MEDICAL CLINIC","9980 LIVE OAK BLVD","39.27578","-121.66118","Sutter","6101050701","LIVE OAK","306514038"
"PLANNED PARENTHOOD","430 N PALORA AVE","39.12801","-121.63338","Sutter","6101050201","YUBA CITY","306514002"
"ROLLAND AND KATHRYN LOWE MEDICAL CENTER","835 WEBSTER ST","37.79952","-122.27122","Alameda","6001403000","OAKLAND","306014327"
"NORTHERN VALLEY INDIAN HEALTH, INC","845 W EAST AVE","39.74774","-121.87641","Butte","6007000402","CHICO","306044148"
"AMPLA HEALTH ORLAND MEDICAL AND DENTAL","1211 CORTINA DR","39.74164","-122.20163","Glenn","6021010100","ORLAND","306112582"
"NATIVE AMERICAN HEALTH CENTER","2950 INTERNATIONAL BLVD","37.77892","-122.2284","Alameda","6001406100","OAKLAND","306014240"
"BREATHMOBILE - MOBILE PRIMARY CARE CLINIC","920 PERALTA ST","37.8081661","-122.2965249","Alameda","6001402200","OAKLAND","306014261"
"MECCA HEALTH CLINIC","91275 66TH AVE","33.5684003","-116.0743921","Riverside","6065045604","MECCA","306334567"
"UNIVERSITY COMMUNITY HEALTH CENTER","2933 UNIVERSITY AVE","33.9777557","-117.3654523","Riverside","6065030400","RIVERSIDE","306334650"
"MORENO VALLEY FAMILY HEALTH CENTER","22675 ALESSANDRO BLVD","33.916984","-117.267328","Riverside","6065046700","MORENO VALLEY","306334611"
"ALTERNATIVES PREGNANCY CARE CLINIC","257 E 2ND AVE","33.12181","-117.07865","San Diego","6073020601","ESCONDIDO","306374226"
"WOMENS HEALTH AND WELLNESS CENTER","8851 CENTER DR","32.78214","-117.00707","San Diego","6073015000","LA MESA","306374485"
"SUPPORT CIRCLE","801 BREWSTER AVE","37.48854","-122.23413","San Mateo","6081610202","REDWOOD CITY","306414079"
"FORT HELP MISSION","1101 CAPP ST","37.7489008","-122.4170161","San Francisco","6075020900","SAN FRANCISCO","306384223"
"COMMUNITY HEALTH CLINIC OLE","1141 PEAR TREE LN","38.32128","-122.29198","Napa","6055200504","NAPA","306281467"
"DEL NORTE COMMUNITY HEALTH CENTER","550 E WASHINGTON BLVD","41.77275","-124.19857","Del Norte","6015000104","CRESCENT CITY","306084005"
"ST. JOSEPH MOBILE HEALTH CLINIC","1450 MEDICAL CENTER DR","38.3475974","-122.6827477","Sonoma","6097151309","ROHNERT PARK","306494111"
"SONOMA VALLEY COMMUNITY HEALTH CENTER","19270 SONOMA HWY","38.2986","-122.4752","Sonoma","6097150202","SONOMA","306494131"
"COMMUNITY MEDICAL CENTERS - VACAVILLE","600 NUT TREE RD","38.36116","-121.94965","Solano","6095252911","VACAVILLE","306484040"
"BOLINAS FAMILY PRACTICE","88 MESA RD","37.91061","-122.69703","Marin","6041132100","BOLINAS","306214044"
"PLANNED PARENTHOOOD OF THOUSAND OAKS","1200 W HILLCREST DR","34.1848","-118.906861","Ventura","6111006100","NEWBURY PARK","306564204"
"COMMUNITY HEALTH CENTERS SANTA MARIA","2801 SANTA MARIA WAY","34.909","-120.43386","Santa Barbara","6083002007","SANTA MARIA","306424010"
"CLINICA DE SALUD DEL VALLE DE SALINAS - CASTROVILLE","10561 MERRITT ST","36.76693","-121.75963","Monterey","6053010400","CASTROVILLE","306274030"
"CLINICA DEL VALLE DEL PAJARO","45 NEILSON ST","36.92827","-121.79253","Santa Cruz","6087110600","WATSONVILLE","306444023"
"PLANNED PARENTHOOD","3131 ALUM ROCK AVE","37.36634","-121.82728","Santa Clara","6085503902","SAN JOSE","306431915"
"SALUD PARA LA GENTE CLINIC","204 E BEACH ST","36.91232","-121.75402","Santa Cruz","6087110300","WATSONVILLE","306441852"
"PLANNED PARENTHOOD OF SANTA MARIA","415 E CHAPEL ST","34.95461","-120.430721","Santa Barbara","6083002206","SANTA MARIA","306421184"
"FREE CLINIC OF SIMI VALLEY","2060 TAPO ST","34.27274","-118.70891","Ventura","6111008201","SIMI VALLEY","306560832"
"GOLETA NEIGHBORHOOD DENTAL CLINIC","164 KINMAN AVE","34.43621","-119.82227","Santa Barbara","6083003001","GOLETA","306424101"
"COMMUNITY HEALTH CENTERS BROADWAY","210 N BROADWAY","34.95444","-120.43571","Santa Barbara","6083002206","SANTA MARIA","306424079"
"COMMUNITY HEALTH CENTERS, SAN LUIS OBISPO II","1551 BISHOP ST","35.274361","-120.646145","San Luis Obispo","6079011002","SAN LUIS OBISPO","306404057"
"CLINICAS DEL CAMINO REAL INC FILLMORE","355 CENTRAL AVE","34.40028","-118.91371","Ventura","6111000302","FILLMORE","306561895"
"DELANO COMMUNITY HEALTH CENTER","1508 GARCES HWY","35.7614","-119.23655","Kern","6029005003","DELANO","306154070"
"CENTRAL BAKERSFIELD COMMUNITY HEALTH CENTER","301 BRUNDAGE LN","35.35387","-119.00505","Kern","6029002000","BAKERSFIELD","306154027"
"OMNI FAMILY HEALTH","277 E FRONT ST","35.3997","-119.46587","Kern","6029003700","BUTTONWILLOW","306150014"
"ALTURA CENTERS FOR HEALTH","1101 N CHERRY ST","36.22335","-119.3375","Tulare","6107002303","TULARE","306544050"
"UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY - EARLIMART","476 E WASHINGTON AVE","35.88431","-119.27165","Tulare","6107004400","EARLIMART","306540003"
"NORTH PARK FAMILY HEALTH CENTER","3544 30TH ST","32.7429422","-117.1303957","San Diego","6073001400","SAN DIEGO","306374160"
"LOGAN HEIGHTS FAMILY HEALTH CENTER","1809 NATIONAL AVE","32.7014037","-117.1467081","San Diego","6073005000","SAN DIEGO","306370813"
"NEIGHBORHOOD HEALTHCARE EL CAJON","855 E MADISON AVE","32.80047","-116.95226","San Diego","6073016301","EL CAJON","306371511"
"PREGNANCY COUNSELING CENTER","114 E AIRPORT DR","34.0674849","-117.2855965","San Bernardino","6071012400","SAN BERNARDINO","306364311"
"NOBLEQUEST HEALTH FOUNDATION CLINIC","14435 HAMLIN ST","34.18869","-118.44771","Los Angeles","6037128102","VAN NUYS","306198492"
"CENTRAL VALLEY INDIAN HEALTH, BULLARD CLINIC","255 W BULLARD AVE","36.82308","-119.71436","Fresno","6019005606","CLOVIS","306105140"
"WEST BERKELEY FAMILY PRACTICE","2031 6TH ST","37.86703","-122.29735","Alameda","6001423200","BERKELEY","306014113"
"WEST OAKLAND HEALTH CENTER","700 ADELINE ST","37.80441","-122.28795","Alameda","6001402500","OAKLAND","306010992"
"BERKELEY PRIMARY CARE ACCESS CLINIC, INC","2001 DWIGHT WAY","37.86379","-122.26895","Alameda","6001422900","BERKELEY","306014044"
"LOGAN HEALTH CENTER","1800 H ST","37.59134","-122.02661","Alameda","6001440308","UNION CITY","306014112"
"BURNEY HEALTH CENTER","37491 ENTERPRISE DR","40.8878404","-121.6525744","Shasta","6089012701","BURNEY","306454063"
"TULELAKE HEALTH CENTER","498 MAIN ST","41.95506","-121.4767","Siskiyou","6093000100","TULELAKE","306472345"
"BIG VALLEY MEDICAL CENTER","554 MEDICAL CENTER DR","41.1213","-121.143","Lassen","6035040100","BIEBER","306182250"
"BUTTE VALLEY HEALTH CENTER","610 W 3RD ST","41.96424","-121.92421","Siskiyou","6093000200","DORRIS","306472258"
"NORTHERN VALLEY INDIAN HEALTH, INC","2500 MAIN ST","40.1923","-122.23989","Tehama","6103000400","RED BLUFF","306524015"
"FALL RIVER VALLEY HEALTH CENTER","43563 STATE HWY 299 E","41.02423","-121.42442","Shasta","6089012702","FALL RIVER MILLS","306454044"
"ELM COMMUNITY HEALTH CENTER","2740 S ELM AVE","36.70171","-119.79087","Fresno","6019001000","FRESNO","306104012"
"CAMARENA HEALTH","505 E ALMOND AVE","36.9455454","-120.0509088","Madera","6039000502","MADERA","306204027"
"ELM WOMENS AND PEDIATRIC COMMUNITY HEALTH CENTER","2760 S ELM AVE","36.7009682","-119.7906569","Fresno","6019001100","FRESNO","306105094"
"WEST SHAW COMMUNITY HEALTH CENTER","3645 W SHAW AVE","36.80817","-119.85886","Fresno","6019004205","FRESNO","306105141"
"OCEANSIDE-CARLSBAD COMMUNITY CLINIC","605 CROUCH ST","33.19623","-117.35373","San Diego","6073018509","OCEANSIDE","306374434"
"VISTA COMMUNITY CLINIC - HORNE STREET","517 N HORNE ST","33.20131","-117.37846","San Diego","6073018400","OCEANSIDE","306374295"
"VISTA COMMUNITY CLINIC","4700 N RIVER RD","33.24537","-117.31045","San Diego","6073018609","OCEANSIDE","306374329"
"PLANNED PARENTHOOD - EL CAJON CLINIC","1685 E MAIN ST","32.81145","-116.9191","San Diego","6073016401","EL CAJON","306374387"
"OPERATION SAMAHAN MIRA MESA OUTREACH CLINIC","10737 CAMINO RUIZ","32.9139","-117.14378","San Diego","6073008357","SAN DIEGO","306371354"
"PREGNANCY RESOURCE CENTER","1830 HACIENDA DR","33.18666","-117.28014","San Diego","6073019805","VISTA","306374430"
"NCHS WOMENS HEALTH SERVICES","1130 2ND ST","33.03757","-117.29369","San Diego","6073017501","ENCINITAS","306374359"
"WHITNEY YOUNG FAMILY HEALTH CLINIC","1755 MAPLE ST","34.11433","-117.32505","San Bernardino","6071004302","SAN BERNARDINO","306364261"
"SAC HEALTH SYSTEMS NORTON","1454 E 2ND ST","34.10357","-117.25643","San Bernardino","6071980100","SAN BERNARDINO","306364196"
"WELL OF HEALING MOBILE MEDICAL CLINIC","7623 EAST AVE","34.1152473","-117.5139302","San Bernardino","6071002037","FONTANA","306364300"
"MONTAGE MEDICAL GROUP","23845 HOLMAN HWY","36.57634","-121.91395","Monterey","6053011900","MONTEREY","306274090"
"GARDNER HEALTH CENTER","195 E VIRGINIA ST","37.32592","-121.87773","Santa Clara","6085501600","SAN JOSE","306430775"
"MISSION NEIGHBORHOOD RESOURCE CENTER","165 CAPP ST","37.7640633","-122.4183111","San Francisco","6075020100","SAN FRANCISCO","306384214"
